Rooms,Bathroom,Landsize,BuildingArea,YearBuilt,Price
2,2,323,96,1980,1250000
4,2,344,146,1997,912000
2,1,128,95,1890,1151000
3,2,261,151,2015,1220000
2,1,152,113,1915,1630000
3,2,198,113,2009,651000
2,1,371,93,1930,850000
2,1,2166,54,2012,520000
3,2,677,138,1980,705000
3,3,605,212,1980,976000
1,1,102,43,2000,505000
2,2,0,98,1998,720000
5,2,845,199,1980,1560000
3,2,488,135,1950,861000
3,1,351,108,1915,1450000
3,1,290,105,1950,590000
3,1,585,138,1950,1072000
3,1,197,128,1900,1371000
3,1,0,91,1940,869000
3,1,378,124,1930,766000
3,1,692,164,1940,1110000
2,1,100,110,1960,845000
3,1,593,95,1965,631500
2,1,0,53,2004,541000
3,1,673,673,1970,591000
3,1,700,142,1930,2200000
4,2,650,161,1995,540000
3,2,460,123,1910,1800000
2,1,168,90,1900,890000
2,1,174,85,1890,1075000
3,2,868,135,1980,810000
6,4,2051,449,1935,4000000
4,2,323,130,1945,1276000
2,1,0,68,1970,511000
4,2,556,177,2001,621000
2,1,140,107,2013,650000
4,3,708,275,1950,1700000
2,1,110,1,1960,505000
1,1,108,54,1905,860000
2,1,0,38,1970,505000
2,1,172,90,1960,706000
3,1,608,138,1975,765000
4,1,465,137,1890,1420000
2,1,462,101,1960,850000
1,1,0,65,2005,372000
3,2,485,130,1950,700000
2,1,0,73,1960,478000
3,1,840,170,1950,2250000
3,2,610,177,1970,1338000
3,2,299,135,2001,910000
4,1,605,181,1940,1460000
2,1,646,100,1950,1130000
3,1,214,146,2007,695000
2,2,0,79,2009,395000
2,1,130,80,1890,855000
3,1,179,115,1890,1050000
4,2,173,184,2010,1050000
2,2,0,101.76,2007,830000
3,2,637,125,1990,573000
3,2,579,156,1999,600000
3,2,192,191,2010,2250000
2,1,154,76,1890,1023000
5,4,500,429,2007,1650000
2,1,180,82,1900,990000
3,2,256,125,2000,801000
3,2,2405,242,1980,1155000
2,1,0,60,1970,573000
3,1,713,155,1980,565000
2,2,4421,84,2011,830000
3,2,202,151,2015,800000
2,1,0,76,1970,516000
4,2,767,210,1980,680000
3,2,699,252,1985,2125000
5,5,639,453,2010,2250000
2,1,0,86,2000,410000
4,2,691,193,1935,2005000
5,3,525,266.76,2014,1350000
3,2,297,135,2001,1011000
3,2,220,139,2014,1405000
3,3,265,280,1880,2370000
5,1,633,182,1960,1225000
6,4,840,547,2011,1850000
2,2,0,99,2010,650000
2,1,0,62,1970,450000
3,3,326,271,2012,1295000
3,1,275,11,1936,900000
4,2,679,190,1960,1200000
1,1,479,30,1970,275000
1,1,0,52,2007,425000
4,2,431,152,1906,1530000
3,1,275,100,1920,925000
3,2,259,115,1995,1151000
3,1,764,114,1925,1650000
5,3,915,233,1960,2550000
3,2,258,105,1999,875000
1,1,0,43,2014,400000
4,2,800,163,1968,1171000
3,2,203,160,2006,820000
3,1,465,115,1950,1190000
2,1,191,87,2014,507000
2,1,0,78,2001,561000
4,3,638,314,1930,2325000
3,1,1128,110,1950,2500000
2,1,228,90,1995,685000
3,1,708,90,1960,590500
3,2,351,125,1910,1455000
4,2,574,203,1910,1515000
3,2,313,145,2011,770000
3,1,526,113.2,1985,556500
1,1,0,35,1970,257500
4,2,650,150,1960,1126000
3,1,645,158,1930,1486000
3,1,245,91,1945,985000
2,1,822,70,1930,650000
6,3,1087,388.5,1920,2450000
2,2,293,125,2004,861500
2,1,345,79,1990,515000
5,2,738,258,1980,1180000
1,1,0,38,1960,200000
5,2,1173,0,1960,2800000
2,1,222,108,1930,1500000
1,1,0,42,1950,367000
3,2,605,102,1965,593000
3,1,320,134,1940,1016000
5,2,672,237,1970,1100000
3,1,631,107,1960,635000
4,2,371,156,2006,463500
2,1,649,108,1950,890000
3,1,0,80,2008,800000
4,2,683,232,1978,1340000
4,2,538,154,2000,645000
4,2,932,270,1970,1880000
4,2,553,190,2001,1071888
3,2,634,230,1940,2299500
3,1,412,162,1980,910000
3,1,584,116,1948,1125000
4,2,566,191,1950,1330000
2,1,780,156,1950,1005000
3,1,536,0,1980,595000
4,2,407,300,2003,1290000
3,1,583,106,1970,1070000
4,2,334,244,2000,635000
2,1,163,99,1900,1031000
2,1,0,74,2004,590000
1,1,0,35,1960,290000
3,2,557,200,1930,1550000
4,2,867,218,1950,1930000
4,2,605,155,1938,1755000
3,2,709,36,1960,1960000
3,2,187,133,1940,1350000
4,3,743,171,1973,1300000
2,1,125,2,2009,1037000
3,1,540,142,1968,710000
3,2,581,170,1965,1095000
3,2,133,174,2000,1350000
2,1,212,98,1900,690500
4,2,1690,284,1863,7650000
4,1,519,169,1910,1150000
4,3,741,281,1920,3300000
2,1,313,95,1920,1040000
5,3,735,235,1920,2200000
3,1,550,143,1970,627500
4,3,425,233,2015,1620000
3,2,127,135,1890,1300000
2,1,676,61,2012,465000
3,2,284,125,1890,1046000
4,2,688,204,2002,647000
3,1,624,143,1950,1370000
2,1,225,85,1930,855000
2,2,997,92,2001,1300000
3,1,543,163,1970,977000
5,2,566,270,1890,1900000
2,1,97,79,1970,333000
4,2,589,185,1910,1650000
4,2,585,180,1950,932500
3,2,280,110,1993,1352500
3,2,343,119,2011,530000
1,1,0,44,2014,370000
2,1,423,62,1970,490000
2,2,0,110,1998,535000
1,1,59,70,1965,305000
3,1,404,101,1960,526000
4,3,608,315,1980,2090000
4,2,244,206,2011,1235000
2,1,5530,70,2001,500000
3,2,140,169,1880,1670000
3,1,456,94,1960,622500
4,2,557,200,1938,1450000
4,1,589,148,1935,1000000
3,2,769,196,1920,1837000
1,1,0,50,1960,290000
3,1,526,127,1950,1070000
4,2,153,180,1880,2300000
3,1,199,113,1900,2090000
2,1,128,80,1920,767000
6,3,1054,235,1970,2000000
4,1,895,188,1940,1186000
3,2,203,156,2016,1025000
3,2,305,136,2008,720000
2,1,0,64,1970,591000
4,2,625,198,1997,1015000
3,2,0,114,1977,1007000
4,2,300,162,2014,755000
4,3,907,170,1970,860000
4,1,845,411,2008,3400000
3,2,145,140,1998,928000
4,3,233,165,2011,1082000
2,1,220,105,1910,1000000
3,2,458,165,1900,1975000
2,2,239,120,1970,800000
3,1,425,166,1960,1295000
3,2,213,120,2004,780000
4,2,900,281,1994,1218000
3,1,484,102,1970,581000
3,2,331,112,2010,800000
1,1,0,41,2005,350000
2,1,183,93,1980,440000
2,1,151,88,1900,1095000
2,1,151,76,1900,777500
2,1,126,79,1970,610000
2,1,0,67,1950,470000
4,2,599,120,1960,1032000
2,1,0,79,1950,460000
5,2,627,268,1991,999000
2,1,631,75,1970,700000
3,1,650,100,1985,620000
3,2,472,152,2001,917000
3,2,251,108,1890,1435000
4,2,631,158,1960,795000
3,2,287,137,2013,394000
4,2,655,184,1965,730000
3,1,102,95,1976,600000
3,1,188,110,1970,700000
1,1,0,45,2009,280000
2,1,0,79,1960,656000
3,2,299,181,2000,1222500
3,2,131,133,1900,1764000
3,1,258,143,2001,600000
2,1,173,79,1890,1105000
3,2,338,90,1920,2160000
5,2,553,193,1920,1200000
2,1,147,109,2012,500000
3,1,401,114,1970,1045000
4,3,416,256,2014,1910000
3,2,372,180,2008,1225000
4,2,651,198,1990,950000
2,2,0,89,2008,800000
4,2,435,329,1920,1640000
3,1,597,114,1975,515000
2,1,158,76,1965,765000
2,1,204,77,1925,611000
5,3,551,346,2016,2550000
2,1,0,67,2009,525000
3,1,167,110,2010,735000
3,2,853,28,1972,1311000
3,2,230,113,2000,545000
2,1,0,70,1965,665000
3,1,564,558,1960,810000
3,2,312,185,2014,520000
3,1,605,129,1970,600000
3,1,840,137,1960,785000
2,1,470,136,1930,1030000
3,2,292,117,1980,1245000
2,1,185,84,1910,1105000
4,2,699,110,1950,520000
3,2,159,130,2014,815000
3,3,227,211,2015,1325000
1,1,0,69,1995,435000
2,1,0,80,1965,434000
4,2,294,194,2010,945000
3,1,750,103,1970,682000
4,2,657,207,1958,1875000
3,1,443,102,1930,1170000
5,2,548,285,1990,762500
3,1,563,98,1960,1260000
2,1,452,105,1930,1177000
3,1,470,151,1950,1271000
3,2,157,141,1900,1456000
2,1,280,93,1900,735000
3,1,592,113,1960,652500
2,1,0,54,2012,335000
4,3,427,337,2012,2560000
3,3,221,155,2011,620000
5,2,697,196,1920,1652000
3,1,325,150,1920,1510000
4,2,646,167,1980,1205000
2,1,161,106,1960,1266000
5,2,1045,304,1930,3105000
3,2,586,150,1950,1300000
3,1,697,100,1960,632000
4,2,0,154,2002,1200000
4,2,494,298.21,2014,840500
2,1,120,94,2012,530000
4,1,559,158,1970,631000
3,1,613,112,1950,1445000
3,2,122,108,2012,676000
4,3,534,176,1975,925000
4,1,611,119,1960,1078000
3,2,164,126,1890,1400000
4,2,612,219,2004,765000
5,3,807,339,1920,3400000
1,1,0,49,2011,390500
3,1,724,103,1970,685500
2,1,172,77,2013,417000
3,1,552,136,1980,629000
4,1,325,160,1983,1210000
4,3,747,242,1985,1350000
4,2,344,105.9,1995,505000
2,1,488,113,1910,752500
2,1,83,89,1990,531000
4,2,549,195,1990,1500000
4,3,654,150,1950,1260000
4,2,719,200,1975,820000
3,1,658,105,1960,765000
3,1,695,130,1963,730000
4,1,416,129,1920,1790000
4,2,757,152,1980,590000
3,2,249,171,1890,2410000
3,1,204,102,2000,756000
5,3,705,365,2013,1750000
3,2,565,120,1920,950000
2,1,683,72,1940,503500
5,2,555,266,1890,2500000
2,1,164,114,2010,540000
2,1,153,87,2007,440000
3,1,716,139,1950,991000
4,2,538,144,1970,730000
4,4,708,323,1985,1900000
3,2,709,143,1970,1100000
4,3,454,275,2000,1518000
4,3,592,168,2017,1100000
2,1,553,83,1960,525000
4,1,307,150,1900,1126000
4,2,418,158,1900,1430000
4,2,816,243,1966,1065000
2,1,1000,81.79,1980,655000
3,1,181,129,2000,600000
3,1,198,119,1890,1420000
2,2,0,73,2014,800000
3,1,312,109,1915,1230000
3,4,565,331,2005,4200000
3,1,0,153,1940,995000
2,2,2740,76,2003,635000
3,1,598,116,1955,1440000
3,2,207,144,2003,1150000
3,1,840,125,1980,775500
4,3,595,174,2013,786000
3,2,3977,113,2013,650000
3,3,329,178,2005,1680000
3,2,124,134,2000,920000
4,1,509,202,1920,1485000
1,1,0,35,1910,280000
3,1,624,150,1970,678000
3,1,269,134,1905,1525000
3,1,575,138,1980,900000
4,1,752,115,1960,706000
3,2,0,105,1994,740000
3,2,213,162,1890,1320000
3,1,517,115,1950,1275000
4,3,742,247,1900,3700000
4,2,853,263,1930,2000000
3,2,365,150,2011,870000
5,2,402,177,1980,883300
2,1,0,75,1900,760000
3,2,319,123,1990,1240000
3,2,214,241,2014,3705000
5,5,570,243,1990,835500
3,2,113,110,1880,1200000
3,1,399,121,1940,1040000
1,1,0,207,1930,550000
3,1,697,102,1960,627000
3,2,272,132,1915,1340000
2,1,254,100,1900,1326000
3,2,368,177,2009,1335000
3,1,676,146,1970,1266000
1,1,3516,56,2011,439000
1,1,0,41,1950,400000
3,2,255,141,1996,425000
2,2,0,86,2014,850000
2,2,0,104,2007,1610000
3,1,624,86,1965,691000
3,1,694,113.6,1950,695000
2,1,230,116.65,1890,1857000
3,1,474,104,1993,532000
4,3,616,302,2005,1911000
3,2,0,163,2001,878000
4,2,786,206,1980,890000
3,3,166,174,2012,1447500
4,2,587,165,1960,1900000
3,2,236,138,2006,1035000
3,3,0,127,2005,750000
4,3,190,232,1856,2260000
4,1,649,122,1960,835000
5,3,425,37,2014,1172000
3,2,627,173,1960,940000
5,2,780,206,1950,2140000
1,1,0,55,2015,362000
5,3,700,266,1950,1600000
3,2,200,126.7,2005,730000
4,2,571,200,1997,658000
4,3,1001,315,2012,990000
2,1,156,80,1900,1150000
4,2,182,160,1998,985000
3,2,327,110,2007,955000
2,1,0,72,1960,500000
5,2,644,172,1890,1815000
2,2,0,110,2000,650000
3,1,0,84,1965,577000
5,3,664,245,1980,2110000
3,2,573,161,1970,980000
4,3,650,266,1946,1700000
3,1,601,104,1970,860000
4,2,399,192,1920,2450000
3,1,316,111,1940,1307500
3,2,509,140,1980,700000
2,1,0,83,1930,875000
3,2,5259,119,2000,1150000
3,2,834,168,1954,1370000
3,2,575,155,2000,1620000
4,2,633,270,2004,730000
4,2,567,164,1970,801347
2,2,124,135,2013,1100000
5,3,735,286,1945,2000000
3,1,697,112,1925,1800000
4,2,271,180,1900,1800000
3,1,559,560,1950,870000
4,3,563,333,2000,4200000
2,1,0,83,1970,475000
3,1,268,126,1994,1170000
3,1,0,106,1993,720000
2,2,98,128,1920,1135000
3,2,691,109,1960,611000
3,2,597,120,1960,703000
3,2,374,137,1950,725000
2,1,0,55,1967,460000
3,2,422,126,1995,715000
2,1,526,90,1940,745000
4,2,558,174,1900,3175000
2,2,134,100,2014,876000
3,2,753,280,1937,2260000
5,3,446,286,2002,1150000
4,2,504,174,2005,930000
2,2,208,127,2010,790000
3,1,550,112,1960,660000
4,2,920,256,1990,2100000
3,1,385,98,1920,841000
4,2,458,200,1930,1315000
2,1,620,114,1920,1320000
3,1,692,117,1960,910000
3,3,401,165,1965,905000
4,2,369,151,1910,815000
3,1,406,100,1996,790000
3,2,214,129,1910,1100000
4,1,697,155,1920,1340000
5,3,619,327,2003,2175000
4,2,1010,250,1950,2205000
2,1,81,88,1980,530000
3,1,209,128,1900,1345000
2,2,208,107,2000,695000
3,2,862,209,1920,1500000
4,2,613,219,1970,750000
2,1,531,111,1940,1256000
3,2,247,145,2005,1150000
4,2,554,140,1960,680000
3,2,1590,292,1992,3056000
3,2,219,175,2010,420000
4,1,731,145,1970,1335000
4,2,410,275,1890,1976000
3,1,333,118,1920,923000
3,2,461,133,2005,800000
5,3,785,252,1980,1328000
3,1,539,138,1960,645000
3,1,492,124,1957,1100000
4,2,887,195,1970,1280000
2,1,428,84,1950,584000
3,1,228,156,1900,1510000
3,1,340,119,1940,990000
3,1,178,172,1894,1700000
3,1,699,118,1988,540000
3,2,862,179.3,1950,1590000
2,2,0,90,2012,801000
3,1,697,121,1950,760000
3,1,439,112,1970,700000
3,2,0,139,2012,1200000
3,2,421,126,1950,780000
5,3,580,320,1890,4240000
3,2,463,209,1970,2100000
2,1,0,73,1975,520000
2,1,0,81,2007,685000
4,2,652,189,1890,2650000
2,1,152,82,1910,1920000
2,1,0,103,2000,775000
1,1,0,38,1958,349000
1,1,0,39,1970,415000
2,1,0,55,1970,420000
3,1,516,120,1910,1785000
2,1,226,92,1920,750000
3,2,294,110,1950,755000
2,1,194,114,1995,715000
3,1,270,139,1910,1400000
2,2,0,94,1965,733000
3,2,304,233,2007,1627000
2,1,146,84,1980,427500
1,1,0,54,1970,331000
2,1,305,305,1940,706000
3,2,408,199,1900,1630000
3,2,0,148,2005,1000000
2,2,14294,77,2006,592000
4,2,607,242,2011,1600000
3,1,372,126,1905,2180000
3,1,643,116,1920,1930000
3,2,246,106,1910,1970000
2,2,191,151,1975,1055000
3,1,658,183,1950,1150000
2,1,826,99,1996,1226000
3,1,212,130,2012,830000
4,2,1880,255,1947,1152000
3,1,352,102,2000,560000
2,1,263,114,1910,981000
3,1,506,110,1920,1037500
3,1,604,102,1950,752000
2,1,0,93,2003,440000
3,1,727,168,1970,1001000
3,2,411,114,1915,1210000
3,2,779,147,1988,552500
2,2,153,125,2004,1430000
3,1,528,118,1955,985000
4,2,800,270,1985,757000
2,1,797,90,1920,720000
3,3,515,286,1990,2910000
2,2,1137,82,2009,420000
4,2,803,154,1965,1450000
1,1,3701,62,2005,415000
4,2,420,160,1910,2000000
2,2,1472,81,2010,665000
2,1,177,85,1975,685000
2,1,78,130,1980,420000
3,2,181,148,1990,1460000
2,1,0,71,2000,560000
4,2,480,214,2012,667000
2,1,0,57,1970,601000
2,1,0,72,1970,600000
4,1,856,189,1970,1400000
2,2,0,106,2000,807000
3,2,232,103,2014,874000
4,3,332,198,2013,1010000
2,1,0,154,2009,1055000
2,1,0,55,1975,370000
3,1,786,111,1950,1160000
4,3,374,170,2000,926000
3,1,684,77,1940,1300000
4,2,531,147,2003,510000
4,2,528,210,2010,610000
4,1,495,163,1900,2200000
3,2,300,130,1990,1008000
4,1,0,158,1975,586000
3,1,377,133,1915,1460000
3,2,277,168,2010,680000
3,2,431,232,2006,1750000
3,2,151,153,1900,1825000
3,2,215,139,2004,504000
3,2,158,136,2005,390000
3,2,581,128,1985,630000
2,1,0,68,1975,397000
3,1,270,218,1970,729500
1,1,0,52,2003,368000
2,1,0,77,1970,590000
4,2,430,155,1920,1085000
4,2,220,213,2010,2185000
4,3,761,281,1970,950000
3,2,345,163,2000,1475000
3,2,210,211,1999,1570000
3,2,590,118,1960,1390000
4,1,903,235,1985,2250000
2,1,229,70,1900,1335000
3,2,360,154,1975,900000
4,3,728,164,1970,1000000
2,2,66,111,2005,755000
3,2,260,170,2016,1710000
4,2,650,275,2006,2725000
4,2,354,255,2008,1247000
3,1,624,93,1966,611000
4,2,538,150,1960,928500
2,1,228,100,2000,611000
4,1,865,129.92,1980,427500
3,2,590,160,1950,931000
3,2,423,140,1940,1202000
3,1,236,114,2000,750000
3,1,542,133,1968,625000
3,2,2522,195,2006,1400000
3,1,276,96,1965,910000
3,1,578,163,1955,1100000
4,2,580,184,1930,2220000
4,2,444,187,2008,658500
3,3,506,195,2000,1260000
3,1,483,186,1930,1171000
2,1,318,104,1980,637000
2,2,0,63,2015,560000
3,1,299,112,2005,412700
4,2,724,166,1985,962000
2,1,0,82,2011,520000
2,1,54,85,2000,400000
4,2,782,212,1900,2230000
3,2,400,152,1930,1870000
4,2,463,233,1998,1770000
3,2,614,197,1950,1430000
3,2,0,112,1900,641000
3,2,144,107,1975,935000
2,1,102,67,1970,350000
4,2,749,180.9,1989,810000
2,1,0,47,1930,526000
3,2,348,158,1900,993000
4,3,1057,220,1962,1780000
2,1,0,97,1880,910000
3,2,683,200,1995,703000
2,2,0,76,2013,565000
3,3,87,151,1998,1050000
2,1,732,97,1950,1550000
4,2,586,195,1890,2400000
3,2,784,160,1960,1090000
4,2,213,156,1970,670000
4,3,346,220,2010,1320000
3,2,711,154,1985,770000
3,1,614,94,1960,540000
2,2,0,99,1995,600000
3,1,183,104,1930,580000
4,3,181,154,2016,985000
4,2,800,158,1990,680000
3,1,0,119,1920,1190000
4,3,510,240,2013,1655000
3,1,526,116,1970,651000
5,2,650,152,1975,1182000
4,1,606,163,1948,1605000
2,1,301,104,1995,610000
2,1,367,110,1970,700000
2,1,176,81,1930,1100000
3,1,451,121,1960,1460000
3,1,603,112,1960,987000
3,2,0,115,2002,625000
2,1,418,94,1940,615000
4,2,606,112,1970,1830000
4,2,638,270.18,2009,821000
3,1,204,105,1910,1820000
3,1,170,147,1990,1285000
3,2,752,278,1938,2380000
4,1,368,148,1915,1255000
3,2,536,154,1975,753000
2,1,0,71,1940,431000
3,1,239,126,1910,1050000
4,2,780,179,1965,920000
3,3,303,236,2013,830000
2,1,190,105,1980,615000
4,2,752,162,1971,1157000
1,1,0,37,1966,256500
2,1,0,71,1930,750000
1,1,887,45,1972,301000
2,1,244,73,1940,800000
3,3,649,357,2017,1030000
2,1,270,95,1900,646000
4,3,646,320,1998,1751000
3,1,522,174,1910,1900000
3,2,497,156,1890,1362000
1,1,0,48,1960,365000
4,2,717,225,1890,2625000
4,2,688,187,1925,2140000
3,2,738,138,2010,455000
3,1,0,126,1950,600000
3,1,553,131,1960,791000
2,2,3093,75,2006,821000
3,1,495,100,1950,890000
4,2,560,185,1920,2400000
3,2,294,107,1970,775000
2,1,1966,85,1960,855000
2,1,0,80,1980,525000
3,1,581,106,1960,705000
4,1,587,161,1950,1292000
5,3,593,309,2016,2400000
4,1,579,143,1900,1700000
3,1,587,114.2,1960,676000
2,1,225,92,1910,890000
4,2,742,236,2000,1161000
6,3,1012,435,1887,2250000
2,2,155,137,2011,1160000
2,1,554,116,1930,1315000
2,1,501,495,1930,1225000
3,2,211,46,1980,1080000
3,1,233,180,1890,1370000
3,1,186,80,1920,1285000
4,2,586,187,1940,1800000
2,1,0,95,1930,580000
4,2,573,180,1980,762000
4,1,619,151,1915,970000
3,1,183,104,1880,1075000
2,1,272,85,1900,970000
3,2,0,145,1965,770000
3,2,197,132,2005,755000
3,2,751,40,1923,1600000
2,1,0,66,2000,372100
3,1,577,140,1955,750000
4,2,381,145,1890,1160000
4,2,779,185,1980,1150000
1,1,0,45,1970,285000
3,2,234,201,1998,1680000
4,3,324,229,2009,2075000
4,2,656,193,1975,900000
2,1,502,104,1950,850000
3,2,269,123,1915,1155000
4,3,123,0,2010,2455000
4,2,448,188,2011,592500
3,2,326,162,2012,446000
4,1,993,128,1966,925000
5,2,981,260,1960,2450000
2,1,218,94,1980,674000
3,2,147,134,1890,1740000
3,1,119,109,1995,640000
5,3,857,285,2012,1180000
3,1,328,135,1920,1300000
2,1,2120,59,1960,370000
2,1,6261,117,1999,1350000
3,1,116,140,1995,687000
3,2,128,134,2000,1245000
2,1,172,81,1900,815000
2,2,89,87,1965,890000
3,1,418,152,1890,1605000
5,2,567,327,1915,2350000
5,2,705,166,1950,950000
4,2,589,199,1920,1540000
2,1,597,115,1959,1020000
4,2,1484,478,1970,2550000
3,2,326,188,2000,1250000
4,2,650,260,1980,1421000
2,1,0,76,1960,500000
2,1,201,80,1995,691000
4,2,696,142,1965,905000
2,1,0,62,1970,450000
4,2,590,163,1970,405000
4,2,465,148,1940,1500000
3,2,972,149,1996,601000
2,1,0,60,1960,370000
3,1,353,101,1930,1330000
2,1,1909,110,2007,430000
1,1,8223,57,2012,421000
2,1,214,215,1900,1180000
5,3,697,243,1960,1800000
5,2,739,266.53,1927,2505000
4,2,739,182,1970,1410000
4,2,503,160,2008,1275000
3,1,384,108,1950,948000
3,1,452,129,1890,1650000
4,2,680,205,1985,650000
3,1,435,102,1960,610000
1,1,918,50,2006,535000
4,2,358,148,2012,463000
2,1,139,54,1920,905000
1,1,782,67,1998,580000
3,1,935,130,1975,755000
3,1,633,88,1960,485000
2,1,702,86,1940,902000
3,2,224,94,2006,700000
2,2,214,115,2000,503000
3,2,0,189,2000,1725000
3,3,188,129,2000,1600000
2,1,419,76,1920,875000
2,1,0,61,2005,600000
3,1,373,107,1970,1460000
2,1,0,55,1960,485000
2,1,0,75,1970,623500
4,2,291,263.5,1890,2300000
1,1,0,50,1960,400000
3,2,728,150,1965,1250000
3,2,317,140,1950,710000
4,1,638,227,1900,1635000
4,2,400,151.54,2008,478000
3,1,533,135,1965,640000
3,1,213,116,1920,825000
1,1,0,35.64,1967,385000
4,2,550,197,1910,2145000
3,1,574,150,1925,1500000
3,1,541,139,1968,600000
3,2,0,139,2013,627000
4,3,20200,189,1985,780000
2,1,126,75.45,1970,695000
3,2,410,135,2012,547000
4,2,813,163,1960,2228000
4,2,426,165,1930,1400000
3,2,0,138,1998,1230000
4,2,477,178,2012,625500
3,1,506,196.8,1921,1652000
2,1,795,80,2005,715000
4,2,602,170,1970,1240000
3,2,676,272,1950,1025000
3,1,672,110,1970,583500
8,3,1063,101,1980,741000
3,2,309,149,1910,920000
3,2,456,137,1970,655000
2,1,0,68,1997,695000
4,2,812,173,1927,2950000
3,1,292,91,1955,780000
3,2,530,145,1950,1375000
2,1,250,112,1995,1040000
2,1,164,83,1980,430000
1,1,1768,45,1888,492000
4,2,396,175,1908,2210000
5,2,571,227.6,2011,660000
3,2,325,197,1910,1680000
1,1,0,51,1930,520000
3,2,458,98,1930,767500
2,1,169,78.54,2000,880000
2,1,538,92,2005,834500
2,1,0,96,2005,835000
4,3,500,278,2005,2440000
4,2,694,217,1950,1470000
3,1,336,112,1950,1025000
5,2,650,290,2005,1400000
3,2,338,114,2000,471000
3,2,250,129,2013,580000
3,2,603,115,1940,783000
4,2,474,210,2000,945000
3,1,585,101,1959,469000
3,2,543,153,1995,560000
3,1,679,130,1965,638000
1,1,0,55,1970,435000
3,2,9838,152,2010,1210000
3,2,324,207,2016,1230000
3,1,349,120,1940,945000
2,1,752,89,1990,595000
2,1,0,62,1970,479000
3,1,446,125,1940,1500000
4,2,567,116,1950,635000
4,2,1235,196,1960,2525000
3,2,165,161,2007,615000
3,2,0,138,2000,922000
4,1,445,139,1977,985500
2,1,200,101,1890,1600000
2,2,0,83,2012,593000
3,1,693,129,1950,751000
4,2,673,170,1972,1165000
3,2,363,215,1935,3270000
3,2,207,205,2007,532000
3,2,108,3,2002,820000
2,1,159,157,1930,755000
3,2,343,1,2000,1060000
3,1,560,146,1980,950000
4,1,254,124,1890,950000
3,2,289,181,2010,1590000
2,1,0,69,1970,430000
2,1,277,100,1980,444000
2,1,0,67,1965,410000
4,2,575,160,1960,1115000
5,3,531,288,1997,2040000
2,2,306,120,2011,617000
5,3,603,282,1980,2125000
5,2,773,275,1950,1650000
5,3,527,358,2009,1350000
3,1,269,80,1960,490000
3,2,361,171,2016,1678000
3,1,570,134,1970,730000
3,2,1007,250,1980,857000
1,1,60,48,1970,346000
4,3,391,203,2016,1920000
3,1,857,139,1960,858000
3,2,563,150,1994,495000
2,1,154,91,1996,535600
4,2,490,226,2007,1730000
3,2,526,189,1980,801000
2,1,0,70,1973,605000
3,2,77,133,2016,1080000
3,2,112,100,1900,1220000
4,2,569,225,2008,1155000
4,2,652,218,1970,1375000
2,1,269,80,1900,665000
4,3,562,204,1890,1640000
4,2,583,176,1960,1110000
4,2,724,161,1960,1086000
3,2,238,127,1998,820000
3,1,597,116,1960,605000
2,1,220,219,1890,685000
5,2,661,133,1960,605000
1,1,70,74,1980,671000
3,2,0,149,2014,900000
4,2,67,145,2000,726000
1,1,0,46,1960,365000
2,1,179,90,1890,845500
3,2,653,180,1950,1417250
3,1,477,120,1960,670000
3,1,350,116,1890,1145000
3,1,616,115,1960,710000
2,1,0,65,2011,485000
3,1,0,89,1980,549000
1,1,0,65,1920,440000
3,2,255,164,2014,740000
3,2,448,150,2008,500000
4,2,304,183,2007,1200000
3,2,317,210,2012,1150000
2,1,0,78,1965,505000
1,1,0,48,1966,405000
2,1,598,75,1940,611000
2,1,150,81,1995,910000
3,2,226,127,1965,1275000
3,2,205,106,1885,2478000
3,1,462,72,1920,680000
3,1,658,94,1990,420000
3,2,81,82,2000,887500
1,1,0,51,2011,456000
3,1,459,120,1955,625000
3,2,385,161,1940,1935000
5,2,559,192,1940,1060000
5,3,707,175,1955,1351000
4,1,306,133,1910,1401000
1,1,0,52,2013,500000
3,1,224,136,1900,1032000
4,2,719,719,1998,1535000
3,2,154,196,1890,2236000
4,2,732,333,1925,2700000
4,2,291,183,1920,1670000
3,1,170,83,1975,707500
3,2,684,232,2000,1850000
1,1,0,64,1965,550000
3,2,277,174,1910,1380000
5,3,600,356,2006,2250000
2,1,194,71,1900,545000
4,2,647,0,1910,2690000
1,1,0,44,1970,275000
2,1,0,69,1970,555000
2,1,74,66,1960,692000
4,3,896,215,1985,1635000
3,1,603,94.3,1960,712000
2,1,0,110,1945,680000
3,1,405,102,1930,1602500
5,3,757,240,1925,2500000
3,2,535,123,1970,950000
2,1,105,88,2014,410000
2,1,0,56,2011,430000
4,2,402,146,1925,1230000
5,2,701,182.85,1960,1116500
3,2,203,109,1986,772000
3,1,585,88,1960,625000
3,1,247,160,1890,1710000
1,1,0,38,1950,260000
1,1,0,43,1970,240000
3,1,185,98,1900,820000
4,2,649,158,1985,720000
1,1,0,53.3,1960,350000
3,1,550,557,1965,815000
3,1,546,144,1920,1210000
3,2,117,214,2000,1550000
4,2,652,189,1973,990000
4,4,737,293,1910,2460000
1,1,816,53,2000,452000
4,2,573,196,1925,1030000
2,1,418,76,1970,520000
5,2,618,146,1950,950000
4,2,500,150,1950,750000
3,1,190,99,1930,850000
3,1,583,92.5,1945,800000
3,1,824,189,1935,1848000
4,2,455,170,1900,1570000
1,1,2029,54,2009,370000
4,3,624,410,2005,915000
3,1,326,100,1890,1300000
